teama_off_rating,teama_def_rating,teama_ast_pct,teama_ast_tov,teama_ast_ratio,teama_oreb_pct,teama_dreb_pct,teama_treb_pct,teama_tm_tov_pct,teama_efg_pct,teama_ts_pct,teama_usg_pct,teama_pace,teama_pie,teamb_off_rating,teamb_def_rating,teamb_ast_pct,teamb_ast_tov,teamb_ast_ratio,teamb_oreb_pct,teamb_dreb_pct,teamb_treb_pct,teamb_tm_tov_pct,teamb_efg_pct,teamb_ts_pct,teamb_usg_pct,teamb_pace,teamb_pie,winner,teama_id,teamb_id,game_id,team_id,opponent_id,period,season,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,ast,blk,stl,to,pf,pts,plus_minus,teama_net_rating,teamb_net_rating
104.49146341463415,98.93780487804874,0.6605121951219511,1.894512195121952,19.35487804878049,0.18292682926829265,0.7474756097560974,0.0,14.740243902439017,0.5256219512195123,0.5609146341463414,0.19919512195121933,99.34853658536584,0.5337317073170732,103.08658536585362,103.62073170731709,0.6187073170731711,1.8328048780487813,18.12317073170732,0.20497560975609755,0.7792073170731704,0.0,14.260975609756098,0.5121707317073171,0.5450487804878049,0.19893902439024372,100.66524390243897,0.4964756097560976,Yes,1610612737,1610612764,21600014,1610612737,1610612764,f,2016,240:00,44,88,12,26,14,18,14,38,28,7,13,21,19,114,15,8.553658536585417,-0.5341463414634688
110.8,90.9,0.636,1.33,19.3,0.333,0.76,0.0,20.4,0.568,0.594,0.2,105.92,0.603,96.69634146341467,107.6768292682927,0.5827195121951222,1.3767073170731703,16.048780487804873,0.20773170731707324,0.7543536585365852,0.0,16.886585365853662,0.4939878048780486,0.5249756097560977,0.1984390243902438,100.41280487804879,0.42379268292682926,Yes,1610612737,1610612755,21600026,1610612737,1610612755,f,2016,240:00,42,85,5,20,15,23,6,41,31,7,11,12,14,104,32,19.89999999999999,-7.980487804878038
106.8,80.55000000000001,0.687,1.955,20.85,0.2395,0.8355,0.0,16.15,0.546,0.5705,0.2,103.89,0.6725,103.84999999999997,106.45243902439027,0.6147926829268292,1.6368292682926828,17.776829268292683,0.23607317073170733,0.7502317073170733,0.0,15.578048780487807,0.5135,0.5493048780487807,0.1988292682926829,102.24890243902439,0.49643902439024395,Yes,1610612737,1610612758,21600044,1610612737,1610612758,f,2016,240:00,33,79,11,30,29,47,17,27,24,6,11,13,20,106,11,29.249999999999986,-2.602439024390307
108.13333333333333,86.56666666666668,0.7003333333333334,1.92,19.76666666666667,0.2753333333333333,0.8296666666666667,0.0,15.299999999999999,0.5263333333333334,0.5576666666666666,0.20000000000000004,101.26666666666667,0.6273333333333334,98.62560975609755,109.48658536585367,0.5159634146341463,1.3915853658536588,14.097560975609753,0.22937804878048781,0.7491219512195122,0.0,13.885365853658532,0.46139024390243905,0.5095487804878048,0.19864634146341456,98.0013414634146,0.42367073170731706,No,1610612737,1610612747,21600059,1610612737,1610612747,f,2016,240:00,41,85,11,32,23,29,10,27,30,1,10,18,19,116,-7,24.56666666666665,-10.860975609756125
108.52499999999999,94.82500000000002,0.70825,1.8575,19.975,0.26749999999999996,0.80475,0.0,15.725,0.5315000000000001,0.5665,0.2,102.02000000000001,0.5875,90.9,110.8,0.625,1.32,17.1,0.24,0.667,0.0,17.4,0.457,0.486,0.2,105.92,0.397,No,1610612737,1610612764,21600070,1610612737,1610612764,f,2016,240:00,32,83,5,25,23,36,10,37,22,3,12,18,24,92,-3,13.699999999999974,-16.89999999999999
104.03999999999999,94.24000000000001,0.7041999999999999,1.73,19.14,0.25839999999999996,0.7979999999999999,0.0,15.940000000000001,0.5084000000000001,0.5462,0.2,102.64000000000001,0.5736000000000001,105.66219512195121,106.14999999999995,0.5879268292682925,1.491219512195122,16.384146341463406,0.25424390243902434,0.7296219512195121,0.0,15.819512195121954,0.5169878048780487,0.5542073170731707,0.19863414634146337,100.0710975609756,0.48750000000000004,Yes,1610612737,1610612745,21600084,1610612737,1610612745,f,2016,240:00,45,85,8,20,14,24,13,31,29,5,16,18,13,112,15,12.799999999999983,-0.48780487804873474
105.08333333333331,94.11666666666667,0.6941666666666667,1.6966666666666665,19.316666666666666,0.26449999999999996,0.7851666666666666,0.0,16.400000000000002,0.5196666666666667,0.5528333333333333,0.19966666666666666,102.64,0.5836666666666667,108.36829268292684,102.39268292682925,0.5855121951219513,1.8073170731707315,17.37804878048781,0.2514512195121952,0.7861829268292685,0.0,14.037804878048782,0.5261463414634148,0.5593658536585364,0.19859756097560968,95.49792682926828,0.5279512195121949,Yes,1610612737,1610612739,21600100,1610612737,1610612739,f,2016,240:00,41,81,11,29,17,24,11,39,22,4,1,19,21,110,4,10.96666666666664,8.975609756097583
105.85714285714285,95.37142857142858,0.6717142857142857,1.6199999999999999,18.928571428571427,0.2691428571428571,0.780142857142857,0.0,16.785714285714285,0.5274285714285715,0.5597142857142857,0.1997142857142857,102.44571428571429,0.5768571428571428,102.43048780487804,104.09512195121953,0.5915243902439022,1.8578048780487801,17.101219512195126,0.24312195121951224,0.7503536585365854,0.0,13.930487804878052,0.48951219512195115,0.5280731707317075,0.19885365853658532,98.26841463414632,0.4952317073170731,Yes,1610612737,1610612741,21600111,1610612737,1610612741,f,2016,240:00,42,83,9,20,22,27,13,36,24,7,8,22,20,115,8,13.485714285714266,-1.6646341463414842
106.19999999999999,95.925,0.659125,1.5425,18.6625,0.28062499999999996,0.7872499999999999,0.0,17.525,0.5315000000000001,0.5655,0.199375,102.96000000000001,0.573625,93.3,100.5,0.583,1.5,16.2,0.111,0.745,0.0,13.5,0.47,0.511,0.198,103.22,0.486,Yes,1610612737,1610612755,21600132,1610612737,1610612755,f,2016,240:00,48,95,13,32,8,14,15,37,31,6,10,16,14,117,21,13.274999999999991,-7.200000000000003
107.1222222222222,95.84444444444445,0.6576666666666666,1.5866666666666667,18.91111111111111,0.28733333333333333,0.7872222222222222,0.0,17.32222222222222,0.5362222222222223,0.5668888888888889,0.19944444444444442,102.79555555555557,0.5791111111111111,104.219512195122,101.69756097560976,0.5420609756097563,1.5960975609756096,16.37317073170731,0.23202439024390248,0.7807073170731704,0.0,14.639024390243904,0.5096341463414635,0.5468170731707316,0.19831707317073174,95.76170731707313,0.5256463414634147,Yes,1610612737,1610612748,21600154,1610612737,1610612748,f,2016,240:00,37,80,6,17,13,19,6,29,18,4,14,19,13,93,3,11.277777777777757,5.521951219512232
